text,start,stop
"Werden Sie
ein neues Sparpapier vorlegen?",00:22:58.920,00:23:01.560
"Ich red nicht
von konkreten Sparpapieren.",00:23:01.640,00:23:04.240
"Sie sehen, was beim NDR gerade
unter Schmerzen beschlossen wurde.",00:23:04.320,00:23:08.520
"Das werden Sie in der ARD
immer wieder erleben.",00:23:08.600,00:23:12.160
"Es wird weniger,
beim NDR, in der gesamten ARD.",00:23:13.400,00:23:17.200
Weniger Programm.,00:23:17.920,00:23:19.560
"Das Auslandskorrespondenten-Netz
leistet sich die ARD weiterhin.",00:23:21.280,00:23:26.200
"Trotzdem hat
Teheran-Korrespondentin Natali Amiri",00:23:26.320,00:23:29.720
"hat ihren Posten verlassen -
weil es zu gefährlich wurde.",00:23:29.800,00:23:34.080
Amiri war immer wieder nah dran.,00:23:34.160,00:23:37.120
"Bei den Massenprotesten
gegen das Regime",00:23:39.120,00:23:42.040
wie bei der Grünen Revolution.,00:23:42.120,00:23:44.360
"Oder sie erklärte uns,",00:23:44.400,00:23:46.040
"warum der von den USA getötete
General Soleimani so beliebt war.",00:23:46.120,00:23:50.880
"Jochen Becker und Caroline Schmidt
haben sie gefragt:",00:23:51.520,00:23:55.240
"Wie ist es,",00:23:55.320,00:23:56.640
"in einem der presseunfreundlichsten
Länder der Welt zu arbeiten?",00:23:56.720,00:24:00.920
"In diesem Mullah-Staat war sie
eine der wenigen Korrespondentinnen:",00:24:01.920,00:24:06.360
"Natalie Amiri leitete
in den letzten fünf Jahren",00:24:06.440,00:24:09.560
"das ARD-Studio Teheran – und geriet
deshalb immer wieder in Gefahr.",00:24:09.640,00:24:14.320
"Andere Journalisten, die wissen,
wo die roten Linien im Iran sind,",00:24:14.480,00:24:19.080
sagten mir die letzten Jahre:,00:24:19.160,00:24:21.320
"Sie verstehen nicht,
wie ich mich noch traue einzureisen.",00:24:21.400,00:24:25.520
"Geschichten über starke Frauen,",00:24:26.240,00:24:28.640
"die gegen Widerstände
ihren Weg gehen, erzählt Amiri.",00:24:28.720,00:24:32.400
"Geschichten, die das Regime
gerne verhindern würde.",00:24:32.480,00:24:35.840
Auch Berichte über Proteste.,00:24:35.920,00:24:37.880
"Es sind überwiegend junge Männer,",00:24:37.960,00:24:40.280
"oft ohne Aussichten auf einen Job,
die protestieren.",00:24:40.360,00:24:44.000
"Sie scheuen keine Konfrontation,
greifen Polizeistationen an,",00:24:44.080,00:24:48.920
"zerreißen Plakate
des religiösen Führers.",00:24:49.000,00:24:52.000
"Solche Berichte
sind im Iran unerwünscht,",00:24:52.560,00:24:55.440
"ebenso kritische Journalisten -
das ist bekannt.",00:24:55.520,00:24:59.120
"Dennoch kommt die Information
überraschend,",00:24:59.200,00:25:02.160
"dass Amiri den Iran
nicht mehr betritt.",00:25:02.240,00:25:04.760
Wir skypen mit ihr in München.,00:25:04.840,00:25:07.200
"Das war nicht so sehr
meine Entscheidung,",00:25:07.280,00:25:10.160
"sondern
eine Entscheidung meines Senders.",00:25:10.240,00:25:13.160
"Der lässt mich nicht mehr
in den Iran reisen,",00:25:13.240,00:25:16.600
"weil es eine Reisewarnung
für mich gab vom Auswärtigen Amt.",00:25:16.680,00:25:21.160
"Sie hatten Angst, dass man mich
als politische Geisel nimmt.",00:25:21.240,00:25:25.440
Als Faustpfand zwischen den Fronten.,00:25:26.760,00:25:29.280
Die Spannungen verschärfen sich.,00:25:29.400,00:25:31.720
"Iran, USA - eine Spirale des Hasses,",00:25:31.800,00:25:34.240
"die Amiris Arbeit
immer schwieriger machte.",00:25:34.360,00:25:37.440
"Ich habe zwei Söhne,
die ich für den Islam opfern würde.",00:25:38.120,00:25:42.120
Tod Amerika! Tod Israel!,00:25:42.200,00:25:44.360
"Wir haben immer weniger
Informationen bekommen.",00:25:47.040,00:25:50.280
"Auch Reise- oder Drehgenehmigungen
wurden immer weniger ausgesprochen.",00:25:50.360,00:25:55.160
"Wir kamen
kaum noch in die Provinzen.",00:25:55.240,00:25:57.840
"Und wenn wir dort waren,",00:25:57.920,00:25:59.600
"hat der Geheimdienst
auf uns gewartet.",00:25:59.680,00:26:02.280
"Es war ein ständiges
Katz-und-Maus-Spiel,",00:26:02.360,00:26:04.960
um kleinste Beiträge zu produzieren.,00:26:05.040,00:26:07.440
"Amiri geriet zusehends unter Druck,",00:26:07.520,00:26:09.960
"wurde vom Geheimdienst
in ein Hotel zitiert.",00:26:10.000,00:26:13.120
"Ich musste in die Lobby gehen,
und dann sagten sie:",00:26:13.360,00:26:16.960
"""Gehe in den achten Stock.""",00:26:17.040,00:26:19.200
"Dann saßen die alle da und
versuchten, mir Angst einzujagen.",00:26:19.280,00:26:23.440
"Die wussten alles über mich,
bis zu meinem Studium.",00:26:23.520,00:26:27.040
"Sie haben mir gesagt,
dass ich nicht mehr kommen soll.",00:26:27.120,00:26:30.600
"Und ich hab gesagt,
ich werde weiter berichten.",00:26:30.680,00:26:34.000
Es ist mein Recht darauf.,00:26:34.080,00:26:36.280
"Ich bin als Journalistin
hier akkreditiert.",00:26:36.400,00:26:39.520
"Doch das Regime will keine Bilder
von wütenden Protesten in den Medien,",00:26:40.080,00:26:44.920
"schon gar nicht
in ausländischen Medien.",00:26:45.000,00:26:47.880
"Sie sind
seit ein paar Tagen vor Ort.",00:26:48.560,00:26:51.160
"Konnten Sie
mit Demonstranten sprechen?",00:26:51.240,00:26:53.840
"Nein, immer noch nicht.",00:26:53.920,00:26:55.640
"Das ist uns untersagt,
uns zu den Gebieten zu bewegen,",00:26:55.760,00:26:59.560
"in denen die Demonstrationen
stattfinden.",00:26:59.640,00:27:02.440
"Vor zwei Jahren wurde
bei der 1.-Mai-Demonstration",00:27:02.520,00:27:06.160
"ein Kollege verhaftet,
der dann Wochen im Gefängnis war.",00:27:06.240,00:27:10.000
"Der nur als Beobachter da stand,
drei Straßen weiter.",00:27:10.080,00:27:14.320
"Du darfst nirgendwo dabei sein,
wo was passiert.",00:27:14.560,00:27:18.960
"Doch Amiri
lässt sich nicht einschüchtern.",00:27:20.160,00:27:23.320
"Obwohl sie als Doppelstaatlerin –
mit iranischem Pass –",00:27:23.400,00:27:27.240
besonders gefährdet ist.,00:27:27.360,00:27:29.440
"Ich denke mir immer,
ich habe die ARD hinter mir,",00:27:29.640,00:27:33.160
die würden mich irgendwie rausholen.,00:27:33.280,00:27:36.400
"Darauf habe ich immer vertraut,
dass sie alles",00:27:36.960,00:27:40.120
"in Bewegung setzen würden,
wenn mir was passieren würde.",00:27:40.200,00:27:43.800
"Aber wie geht es
all meinen Kollegen in dem Land,",00:27:43.880,00:27:47.200
die nicht diese Rückendeckung haben?,00:27:47.280,00:27:50.120
"Also berichtet sie weiter,
riskiert viel -",00:27:51.240,00:27:54.120
"und merkt, ihre Berichterstattung
kommt in Deutschland gar nicht an.",00:27:54.200,00:27:58.600
Viel mehr geht es um ihr Kopftuch.,00:27:58.680,00:28:01.280
"Mich hat das im Jahreswechsel
2017/2018 unglaublich geärgert,",00:28:01.880,00:28:06.600
"als alle Menschen über mein Kopftuch
sprachen anstatt mir zuzuhören.",00:28:06.680,00:28:12.720
"Die Menschen gehen für ihre Rechte,
gegen das Regime auf die Straße",00:28:12.800,00:28:17.440
und ihr sprecht über mein Kopftuch?!,00:28:17.520,00:28:20.160
"Nach den Erfahrungen im Iran sieht
Amiri Deutschland mit anderen Augen.",00:28:20.200,00:28:25.280
"Diese ständige nörgelige Diskussion
hier macht mich manchmal sauer,",00:28:25.680,00:28:31.640
weil ich mir denke:,00:28:31.720,00:28:33.760
"Hey, seid zufrieden mit dem,
was ihr habt!",00:28:33.880,00:28:37.600
"Es ist ein Riesengeschenk,
in dieser Demokratie zu leben.",00:28:38.280,00:28:43.120
"Natürlich kann man das
immer noch idealer machen,",00:28:43.320,00:28:46.920
aber es ist ja irgendwie dann ...,00:28:47.000,00:28:50.120
"Wenn man es im Vergleich sieht
zu anderen Ländern, zum Iran,",00:28:50.240,00:28:54.920
"denke ich:
Wow, schätzt, was ihr habt!",00:28:55.000,00:28:58.200
"Amiri darf
nicht mehr in den Iran.",00:28:59.600,00:29:02.200
"Die Iran-Berichterstattung
übernimmt",00:29:02.280,00:29:04.800
"die ARD-Korrespondentin
aus Istanbul.",00:29:04.880,00:29:07.400
"Berichte aus dem Iran in der ARD
kann das Regime nicht unterbinden.",00:29:09.120,00:29:13.800
Das war's heute bei ZAPP.,00:29:13.880,00:29:16.000
"Im Netz finden Sie
bei uns ein Interview",00:29:16.080,00:29:18.880
"mit dem Geschäftsführer
des Medienportals DWDL.",00:29:18.960,00:29:22.280
"Er hat Ideen, wie man
das Programmloch füllen könnte.",00:29:22.360,00:29:26.400
"Danke, dass Sie dabei waren.",00:29:26.480,00:29:28.560
"Wir sind feiertagsbedingt
in zwei Wochen wieder da.",00:29:28.640,00:29:32.280
Copyright Untertitel: NDR 2020,00:29:33.560,00:29:36.000
