text,start,stop
"zweieinhalb milliarden gedeckelt und wir
müssen gucken wie die hilfen die zum",00:23:07.780,00:23:15.130
"beispiel für die wirtschaft aufgesetzt
worden sind wie die ablaufen",00:23:15.130,00:23:20.320
"wir haben ja jetzt momentan die
lockerungen wieder das heißt es wird",00:23:20.320,00:23:26.470
"hoffentlich relativ schnell wieder geld
verdient so dass wir da die anträge auf",00:23:26.470,00:23:31.420
"überbrückungskredite dass wir die
größere wellen jetzt gesehen haben aber",00:23:31.420,00:23:34.900
"momentan haben wir glaube ich eine
antragsvolumen von über 700 millionen",00:23:34.900,00:23:38.610
"liegen und ich habe es eben schon gesagt
über 600 millionen sind schon genehmigt",00:23:38.610,00:23:44.220
"das ganze war ursprünglich vorgesehen
dass das bis 11 5 milliarden euro hoch",00:23:44.220,00:23:49.870
"laufen kann
da sind wir strafe unterwegs in diese",00:23:49.870,00:23:53.410
"richtung
wir haben ein zweites großes paket",00:23:53.410,00:23:56.820
"hilfen für die kommunen aufgesetzt 600
millionen euro das sind 2 620 millionen",00:23:56.820,00:24:03.250
"wenn ich die kita themen noch mit rein
rechner",00:24:03.250,00:24:05.050
"und wir haben viele viele andere noch
auf den weg gebracht und da wissen wir",00:24:05.050,00:24:10.150
"nicht genau läuft jetzt komplett so ab
wie befürchtet wie vitali siert wie",00:24:10.150,00:24:15.730
"schnell läuft hast das ist für uns
momentan noch ein bisschen unsicher aber",00:24:15.730,00:24:19.930
"dass wir da nicht mehr riesige
hilfsaktionen heraus finanzieren können",00:24:19.930,00:24:24.700
"in dreistelligen millionen- größen und
das für unterschiedliche personengruppen",00:24:24.700,00:24:28.630
"dann nochmal da scheint mir klar zu sein
aber das ist wirklich ein offenes feld",00:24:28.630,00:24:33.030
"weil dann der bund zum beispiel den
kommunen hilft was sie ja auch erlaufen",00:24:33.030,00:24:37.330
"dann würden wir auch wieder aufstocken
konnten können denn wir gehen übergehen",00:24:37.330,00:24:41.080
"den kommunen momentan in vorleistung und
wir haben verabredet",00:24:41.080,00:24:44.140
"wenn der bund kommt dann
machen wir da noch einmal vereinfacht",00:24:44.140,00:24:47.210
"gesagt halbe-halbe zwischen kommunen und
zwischen zwischen dem land und deswegen",00:24:47.210,00:24:52.700
ist das ein bisschen ein offener prozess,00:24:52.700,00:24:55.960
"karin schlottmann sächsischer zeitung
fragt de minister wie viele asylbewerber",00:24:58.030,00:25:02.060
"sind inzwischen auf eigenen wunsch aus
den erstaufnahmeeinrichtungen verlegt",00:25:02.060,00:25:06.710
"wurden das ist eine niedrige einstellige
zahl meines wissens aber die zahl würde",00:25:06.710,00:25:12.200
"ich aktuell noch nachliefern
was jan brandner vom deutschlandfunk",00:25:12.200,00:25:16.640
"fand seine frage nicht ausreichend
beantworteten fragt nochmal nach sieht",00:25:16.640,00:25:20.540
"der minister keinen anlass den
gerichtsbeschlüssen die nicht anfechtbar",00:25:20.540,00:25:24.260
"sind konsequenzen folgen zu lassen
die konsequenzen sind bereits erfolgt",00:25:24.260,00:25:29.300
"das heißt diejenigen sozusagen die die
klagen auch angestrengt haben",00:25:29.300,00:25:32.560
"da wird das umgesetzt was beschlossen
worden ist bei den anderen fällen ist es",00:25:32.560,00:25:37.490
"nicht so wir strengen dort nochmal
änderungs beschlüsse ab das macht die",00:25:37.490,00:25:41.240
"zuständige landesdirektion weil das
lasse nämlich offen sagen auch",00:25:41.240,00:25:44.840
"gerichtsverfahren gab wo es
normalerweise üblich ist dass vor ort",00:25:44.840,00:25:50.000
"termine gemacht wird damit sich man von
einer lage in bild macht das ist nicht",00:25:50.000,00:25:53.660
"geschehen und aus unserer sache unserer
sicht ist es nicht sachgemäß sozusagen",00:25:53.660,00:25:57.350
"und deswegen ist die landesanstalt
landesdirektion auch entsprechend gegen",00:25:57.350,00:26:01.640
"die beschlüsse dort unterwegs
collenberg von der freien presse fragt",00:26:01.640,00:26:07.070
"de minister sehen sie das in pirna
momentan die problematischen corona",00:26:07.070,00:26:12.050
"spaziergänge stattfinden oder sind
andere spaziergänge ähnlich defizit also",00:26:12.050,00:26:19.580
"das ist schwer zu bewerten
in pirna ist es in der tat so dass es",00:26:19.580,00:26:24.140
"jetzt wohl erstmals eine größere
geschlossene gruppe ist von",00:26:24.140,00:26:29.390
"gewaltbereiten hooligans die tätlich
geworden sind insbesondere gegenüber den",00:26:29.390,00:26:34.250
"polizeibeamten das ist in anderen
versammlungen nach meiner kenntnis in",00:26:34.250,00:26:40.710
"dieser intensität nicht der fall
aber es ist ein indiz dafür dass jetzt",00:26:40.710,00:26:45.570
"ganz gezielt von berufener seite aus
verfassungsfeinde extremisten",00:26:45.570,00:26:51.710
"rechtsextremisten dieser legitime
rechtsstaatliche protest benutzt wird um",00:26:51.710,00:26:58.980
"ihre ziele zu erreichen und deswegen
müssen wir genau hingucken und ich sage",00:26:58.980,00:27:02.700
"es noch einmal das müssen wir gemeinsam
tun das kann keine alleinige",00:27:02.700,00:27:05.880
"polizeiliche aufgabe sein sondern hier
sind die versammlungsbehörden mit im",00:27:05.880,00:27:09.510
"boot sind organisatoren mit im boot und
auch jeder einzelne von uns",00:27:09.510,00:27:13.700
"beziehungsweise versammlungsteilnehmer
darauf zu achten das ist eine klare",00:27:13.700,00:27:18.090
"trennung gibt zwischen dem friedlichen
protest und verfassungsfeindlichen",00:27:18.090,00:27:23.400
"zielen und genau das müssen wir
besonders im blick behalten",00:27:23.400,00:27:26.790
"das werden wir auch tun der hinweis sei
gestattet wir haben ja morgen eine neue",00:27:26.790,00:27:33.000
"rechtslage mit der neuen krone
schutzverordnung das heißt keine",00:27:33.000,00:27:36.059
"obergrenzen mehr bei der teilnehmerzahl
bei veranstaltungen und keine zeitliche",00:27:36.059,00:27:40.260
"beschränkung bislang waren ja so dass
die kita veranstaltung auch nur mit ganz",00:27:40.260,00:27:44.160
"ganz wenigen teilnehmer stattgefunden
haben",00:27:44.160,00:27:46.170
"es ist davon auszugehen dass es hier
auch gewisse bezüge gibt zwischen den",00:27:46.170,00:27:51.390
"spontan spaziergängen vor rathäusern im
lande und den nicht stattfindenden",00:27:51.390,00:27:57.840
"regina demonstrationen aber das ist
spekulation wir werden sehen wie es das",00:27:57.840,00:28:02.130
"geschehen den nächsten beiden wochen
entwickeln ich rechne damit sozusagen",00:28:02.130,00:28:05.929
"dass das etwas abgedämpft wird zumal wir
ja vor dem hintergrund der wirklich sehr",00:28:05.929,00:28:10.500
"sehr weit reichen und weitreichendsten
lockerungen im vergleich der anderen",00:28:10.500,00:28:14.429
"bundesländer natürlich auch kaum mehr
eine protest fläche bieten hat der",00:28:14.429,00:28:22.320
"finanzminister schon vorschläge
ausgearbeitet um nach den hohen corona",00:28:22.320,00:28:26.190
"bedingten ausgaben die einnahmesituation
des landes zu verbessern fragt karin",00:28:26.190,00:28:30.510
"schlottmann von der sächsischen zeitung
ja die einnahmesituation wird natürlich",00:28:30.510,00:28:35.460
"am besten dadurch
schnell und zielführend besser in dem",00:28:35.460,00:28:42.419
"maße wie die wirtschaft wieder anlaufen
kann in dem maße wie also die",00:28:42.419,00:28:45.320
"erleichterung jetzt möglich sind wir
hoffen dass es da keinen keinen",00:28:45.320,00:28:49.350
"infektologe rückschlag gibt und dass
dann relativ schnell die die goldene",00:28:49.350,00:28:56.970
"zeit vor der korona krise wieder zurück
ist allerdings haben wir natürlich auch",00:28:56.970,00:29:02.159
"immer gesagt dass wir nicht so blauäugig
sind zu sagen dass das gleich nach dem",00:29:02.159,00:29:08.820
"sommer wieder alles so sein wird als wir
den nachtragshaushalt gemacht haben",00:29:08.820,00:29:13.289
"unseren coroner bewegungsform
konstruiert haben haben wir von anfang",00:29:13.289,00:29:17.370
"an auch so kalkuliert dass wir davon
ausgehenden 20",00:29:17.370,00:29:22.279
"steuermehreinnahmen in 21 und 22 gibt
sie aber auch noch weil die ganze sache",00:29:22.279,00:29:27.360
"wahrscheinlich nicht wieder von null auf
hundert in nullkommanichts hochgeht",00:29:27.360,00:29:33.110
"michael deutschland von der bild zeitung
fragt den finanzminister bis wann sollen",00:29:33.380,00:29:37.620
"denn die verhandlungen mit dem bund zur
test finanzierung noch dauern ergo ab",00:29:37.620,00:29:41.700
"wann können die pflegeberufe sich testen
was da muss ich passen weil das bei der",00:29:41.700,00:29:48.389
"frau kollegin köpping stattfindet und da
weiß ich jetzt im moment nicht die zeit",00:29:48.389,00:29:52.740
"lang da die kollegen das mit sehen wird
das nachgereicht dann fragte beate",00:29:52.740,00:29:58.830
"dietze vom mdr
wie viel zahlt das land als zuschuss für",00:29:58.830,00:30:03.120
"die pflege prämie spannende frage im
moment ist es so dass die länder",00:30:03.120,00:30:12.659
"untereinander diese frage noch erörtern
ob sie ob sie können ob sie sollen",00:30:12.659,00:30:17.660
"ob sie müssen mein wissensstand ist
momentan der bayern hat sich dazu",00:30:17.660,00:30:22.490
"bekannt dass zu tun
zwei weitere länder auch nochmal und die",00:30:22.490,00:30:25.760
"inneren sächsische diskussion ist noch
nicht abgeschlossen",00:30:25.760,00:30:30.970
"durch bastian brandauer deutschlandfunk
noch mal an innenminister villa in kolm",00:30:31.180,00:30:37.160
"wurde bei der einer durchsuchung bei
einem ksk-soldaten ein waffendepot",00:30:37.160,00:30:41.480
"gefunden was können sie über den fall
sagen hier ist im zusammenwirken mit dem",00:30:41.480,00:30:49.970
"militärischen abschirmdienst und dem
landeskriminalamt der soko rex dieser",00:30:49.970,00:30:55.730
"fall aufgetreten und die sächsische
polizei hat exekutiv maßnahmen gestern",00:30:55.730,00:31:01.930
"durchgeführt die verdächtigten
waffenfunde sind auch tatsächlich",00:31:01.930,00:31:09.700
"stattgefunden oder sind aufgefunden
wurden",00:31:09.700,00:31:12.340
"es handelt sich dann wahrscheinlich um
einen verstoß gegen das",00:31:12.340,00:31:15.650
"kriegswaffenkontrollgesetz ermittlungs
führend ist die",00:31:15.650,00:31:19.570
"generalstaatsanwaltschaft die dann dazu
auch kommuniziert hat und das ist alles",00:31:19.570,00:31:23.690
"gegenstand der ermittlungen
aber auch die lassen mich folgendes",00:31:23.690,00:31:26.750
"sagen wir haben die
bundesverteidigungsministerium hat sich",00:31:26.750,00:31:29.210
"auch geäußert ich bin froh und dankbar
sie auch klar gesagt haben dass der akte",00:31:29.210,00:31:34.250
"sie gesagt hat extremisten haben weder
in der bundeswehr noch sozusagen im",00:31:34.250,00:31:39.380
"staatlichen dienst etwas zu suchen
das thema tests ist weiterhin thema im",00:31:39.380,00:31:45.410
"golf von der dnn fragt den
finanzminister es geht bei den tests",00:31:45.410,00:31:49.340
"warum zeit wenn nächste woche kitas und
schulen wieder öffnen warten auf den",00:31:49.340,00:31:53.720
"bund kann sich rächen nimmt das land das
in kauf",00:31:53.720,00:31:57.940
"also ist nochmal die verhandlungen
laufen da gerade um wir sind auch",00:31:57.940,00:32:02.840
"zuversichtlich dass der bund da
zugänglich ist aber ich will jetzt hier",00:32:02.840,00:32:08.300
"ist nicht die verhandlungsposition
aufgeben ich weiß um die verantwortung",00:32:08.300,00:32:12.260
"die dahintersteht wir gehen damit den
themen nicht leichtfertig um",00:32:12.260,00:32:15.290
"bitte um nachsicht dass ich jetzt hier
nicht sage wenn der bund ist nicht will",00:32:15.290,00:32:20.900
"dann machen wir das alles ist auch ein
verhandlungsstand ist der noch",00:32:20.900,00:32:26.690
"weitergeführt werden muss nochmal im
golf von der dnn frage an den",00:32:26.690,00:32:31.790
"innenminister können die kommunen jetzt
wählen lassen oder müssen die landkreise",00:32:31.790,00:32:36.080
"das zuvor noch entscheidend wann kann
frühestens gewählt werden also den",00:32:36.080,00:32:41.750
"wahlterminen setzen die gemeinderäte
selber fest sie müssen natürlich sich an",00:32:41.750,00:32:46.070
"die fristen halten und dann können die
wahlen zum nächstmöglichen zeitpunkt",00:32:46.070,00:32:51.140
"stattfinden danke ich erstmal keine
weiteren fragen hier hat man einen",00:32:51.140,00:32:58.910
"kurzen augenblick ob noch was
nachgereicht wird",00:32:58.910,00:33:01.720
"kollege moritz hat auch keine weitere
frage gestellt",00:33:01.720,00:33:05.690
"sechs wolkenstein frage zu überbrücken
das war also längst wolkenstein so hieß",00:33:05.690,00:33:11.030
"es bei uns ein bisschen das war diese
geschichte mit dem bewerber der dann",00:33:11.030,00:33:14.960
"drohte zu alt zu werden
wolken stand heißt es gab einen kapitän",00:33:14.960,00:33:21.680
"das kabinett befasste sich damit mit
einer ausnahmeregelung lex wolkenstein",00:33:21.680,00:33:25.220
"hoffe ich dass gerade versucht zu nennen
und jetzt ist dieser termin ich weiß es",00:33:25.220,00:33:29.150
"allerdings nicht mehr genau 21 26 jahren
hatte sie vorgeschlagen weil sie nicht",00:33:29.150,00:33:32.780
"hatte der mensch kurz danach geburtstag
der bewerber antworten sie haben da ein",00:33:32.780,00:33:37.220
"kabinettsbeschluss seinerzeit gefasst
der letzten endes gar nicht nötig jetzt",00:33:37.220,00:33:42.260
"wird sich noch herausstellen aber sie
habe völlig recht",00:33:42.260,00:33:45.370
"wir sind ja in einer lage die dynamisch
ist",00:33:45.370,00:33:48.200
"das infektionsgeschehen vom besagten 24
märz ist ein anderes als heute wie es in",00:33:48.200,00:33:56.390
"weiteren zwei monaten sein wird wissen
wir nicht wir hoffen dass es sozusagen",00:33:56.390,00:34:00.530
"auf niedrigem niveau bleibt insofern
müssen wir uns immer wieder lage",00:34:00.530,00:34:03.680
"angepasst verhalten
in der tat ist es bei wolkenstein so",00:34:03.680,00:34:07.510
"dass zum damaligen zeitpunkt der
verschiebung der wahl auf einen termin",00:34:07.510,00:34:12.590
"nicht vor dem 20
september der sachverhalt ein",00:34:12.590,00:34:17.260
"getreten wäre dass der bewerber klammer
auch nach meiner kenntnis alleinige",00:34:17.260,00:34:23.380
"bewerber dann das 65 lebensjahr
vollendet hätte und somit gesetzes wie",00:34:23.380,00:34:29.860
"von gesetzes wegen nach
kommunalwahlgesetz von der bewerberliste",00:34:29.860,00:34:34.389
"zu streichen wäre das ist natürlich ein
billig kaufen das hat die sächsische",00:34:34.389,00:34:40.179
"staatsregierung das kabinett so gesehen
und dann haben wir im vorgriff also in",00:34:40.179,00:34:44.530
"für diesen fall aber auch für alle
anderen fälle und für weitere sozusagen",00:34:44.530,00:34:49.590
"infektionsfälle dann eine
formulierungshilfe gemacht für die",00:34:49.590,00:34:53.429
"koalitionsfraktionen in der tat für eine
gesetzesänderung des",00:34:53.429,00:34:56.020
"kommunalwahlgesetzes um genau für diesen
fall von verschiebung von wahlen wenn",00:34:56.020,00:35:01.060
"also die nicht wählbarkeit in diesem
zeitraum ein skript das dann rechtlich",00:35:01.060,00:35:04.870
"außer kraft zu setzen
sachstand ist der des kabinetts",00:35:04.870,00:35:08.500
"beschlossen
es liegt jetzt bei den",00:35:08.500,00:35:10.630
"koalitionsfraktionen und der landtag
befindet jetzt darüber also diese frage",00:35:10.630,00:35:15.280
"müssten ihnen sozusagen die
koalitionsfraktionen denn beantworten",00:35:15.280,00:35:18.520
"die regierung hat jetzt sozusagen an
dieser stelle ihre hausaufgaben gemacht",00:35:18.520,00:35:21.420
"aber in der tat ist die konsequenz also
aus meiner sicht wenn die wahlen jetzt",00:35:21.420,00:35:25.990
"am 21 06 in wolkenstein durchgeführt
werden können wovon ich ausgehe",00:35:25.990,00:35:30.910
"tritt dieser fall nicht ein und sofern
sozusagen ist die grundlage auch für",00:35:30.910,00:35:35.650
"diesen gesetzesänderung wäre dann
obsolet",00:35:35.650,00:35:39.180
"ich habe jetzt keine weiteren fragen
vorliegen vielen herzlichen dank an das",00:35:39.750,00:35:43.900
"podium ansonsten noch ein kurzer
terminhinweise morgen am freitag den 15",00:35:43.900,00:35:47.880
"mai würde 14 uhr ein weiteres
pressebriefing stattfinden dann mit",00:35:47.880,00:35:52.210
"gesundheitsministerin petra köpping und
den sächsischen krankenhaus",00:35:52.210,00:35:55.870
koordinatoren herzlichen dank,00:35:55.870,00:35:59.310
